Event	ID	Name			Wwise Object Path	Notes
	116977947	Play_TachosPeligrosos			\Default Work Unit\Play_TachosPeligrosos	
	578466671	Play_Ambiente2			\Default Work Unit\Play_Ambiente2	
	585776263	Play_Alien			\Default Work Unit\Play_Alien	
	645244742	Play_Ventanas			\Default Work Unit\Play_Ventanas	
	855891249	Stop_AlienDialog			\Default Work Unit\Stop_AlienDialog	
	1001247021	UnMute_cuevaMelodia			\Default Work Unit\UnMute_cuevaMelodia	
	1245305155	Play_AlienDialog			\Default Work Unit\Play_AlienDialog	
	2639633249	Play_TachosNormales			\Default Work Unit\Play_TachosNormales	
	2890489828	Play_Exterior			\Default Work Unit\Play_Exterior	
	3093474282	Play_Picaportes			\Default Work Unit\Play_Picaportes	
	3174868516	Play_TapsPantallas			\Default Work Unit\Play_TapsPantallas	
	3750094810	Mute_cuevaMelodia			\Default Work Unit\Mute_cuevaMelodia	
	3915865825	Play_Computadora			\Default Work Unit\Play_Computadora	
	4069076147	Play_Globo			\Default Work Unit\Play_Globo	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	24858689	taps5	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\taps5_FB1650A7.wem		\Actor-Mixer Hierarchy\Default Work Unit\TapsPantallas\taps5		437148
	113655967	taps2	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\taps2_9629AF37.wem		\Actor-Mixer Hierarchy\Default Work Unit\TapsPantallas\taps2		381368
	172883275	taps1	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\taps1_36B249F6.wem		\Actor-Mixer Hierarchy\Default Work Unit\TapsPantallas\taps1		352720
	174578103	alien3	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\alien3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Alien\alien3		428400
	214259862	alien6	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\alien6_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Alien\alien6		524776
	262611582	ritmo	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\ritmo_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Exterior\MX Exterior\ritmo		21120064
	293429537	lata_peligro2	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\lata_peligro2_3AF66DD4.wem		\Actor-Mixer Hierarchy\Default Work Unit\TachosPeligrosos\lata_peligro2		222248
	304667064	alien4	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\alien4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Alien\alien4		942404
	343494719	taps3	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\taps3_F65F6056.wem		\Actor-Mixer Hierarchy\Default Work Unit\TapsPantallas\taps3		389772
	354737974	golpes_latas4	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\golpes_latas4_840AC3A8.wem		\Actor-Mixer Hierarchy\Default Work Unit\TachosNormales\golpes_latas4		199176
	362068587	picaporte4	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\picaporte4_DAB11ADC.wem		\Actor-Mixer Hierarchy\Default Work Unit\Picaportes\picaporte4		318652
